race_id,date,start,race_name,horse_id,horse_name,program_num,rank,market_odds,is_win
18779,2025-12-31,15:36,ENERGY BOOST DÍJ,6965,Felhők felett,2,6.,3.1,0
18779,2025-12-31,15:36,ENERGY BOOST DÍJ,7471,Doktor Adri,4,7.,16.4,0
18779,2025-12-31,15:36,ENERGY BOOST DÍJ,7336,Extra George,9,8.,11.7,0
18779,2025-12-31,15:36,ENERGY BOOST DÍJ,7375,Lola Dragon,10,9.,25.2,0
18779,2025-12-31,15:36,ENERGY BOOST DÍJ,6901,Eastwood,5,gal.,10.4,0
18784,2025-12-31,16:17,BET.LOVI.HU - BUBIK ISTVÁN EMLÉKVERSENY HENDIKEP,6066,Berill Lady,7,I.,3.8,0
18784,2025-12-31,16:17,BET.LOVI.HU - BUBIK ISTVÁN EMLÉKVERSENY HENDIKEP,5570,Villeneuve,6,II.,1.8,0
18784,2025-12-31,16:17,BET.LOVI.HU - BUBIK ISTVÁN EMLÉKVERSENY HENDIKEP,6328,Credit Card,4,III.,12.7,0
18784,2025-12-31,16:17,BET.LOVI.HU - BUBIK ISTVÁN EMLÉKVERSENY HENDIKEP,5228,Uptown Boy M,3,IV.,6.8,0
18784,2025-12-31,16:17,BET.LOVI.HU - BUBIK ISTVÁN EMLÉKVERSENY HENDIKEP,6657,Dreamer,2,V.,8.4,0
18784,2025-12-31,16:17,BET.LOVI.HU - BUBIK ISTVÁN EMLÉKVERSENY HENDIKEP,6342,Carlos Fox,5,VI.,9.0,0
18784,2025-12-31,16:17,BET.LOVI.HU - BUBIK ISTVÁN EMLÉKVERSENY HENDIKEP,5325,Ultimate Force,8,gal.,4.8,0
18780,2025-12-31,16:53,TIPPMIX - LOVAREGYLETI DÍJ,7428,Pure Muscle,7,I.,4.7,0
18780,2025-12-31,16:53,TIPPMIX - LOVAREGYLETI DÍJ,6514,El Valle Sagrado,2,II.,4.1,0
18780,2025-12-31,16:53,TIPPMIX - LOVAREGYLETI DÍJ,6355,Coach Degli Dei,3,III.,7.7,0
18780,2025-12-31,16:53,TIPPMIX - LOVAREGYLETI DÍJ,5906,Anybody,4,IV.,11.7,0
18780,2025-12-31,16:53,TIPPMIX - LOVAREGYLETI DÍJ,6261,Be Happy,1,V.,13.7,0
18780,2025-12-31,16:53,TIPPMIX - LOVAREGYLETI DÍJ,6783,Enjoy,6,6.,1.4,0
18780,2025-12-31,16:53,TIPPMIX - LOVAREGYLETI DÍJ,7253,Baria TRGF Risaia,5,7.,25.4,0
18781,2025-12-31,17:52,HUNGARIA PEZSGŐ HENDIKEP,6927,Fast Track,2,I.,3.2,0
18781,2025-12-31,17:52,HUNGARIA PEZSGŐ HENDIKEP,4968,Titus Livius,10,II.,8.3,0
18781,2025-12-31,17:52,HUNGARIA PEZSGŐ HENDIKEP,5700,Vezér,4,III.,6.3,0
18781,2025-12-31,17:52,HUNGARIA PEZSGŐ HENDIKEP,6343,Chicago,5,IV.,6.6,0
18781,2025-12-31,17:52,HUNGARIA PEZSGŐ HENDIKEP,6999,First Lady KJ,3,V.,5.4,0
18781,2025-12-31,17:52,HUNGARIA PEZSGŐ HENDIKEP,6674,Démon Jewel GG,6,6.,2.9,0
18781,2025-12-31,17:52,HUNGARIA PEZSGŐ HENDIKEP,7194,Gyémánt Lady,1,7.,3.4,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7188,Győcike,5,I.,4.0,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,6918,Front of the Line,6,II.,4.8,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7054,Fánia BD,8,III.,9.1,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7190,Gucci,4,IV.,6.2,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7330,Emilia Adri,9,V.,3.3,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7370,Another Star,11,6.,28.2,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,6057,Bitangjó,7,7.,12.4,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7106,Gentleman Jack,12,8.,11.7,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,6966,Eagle GG,3,9.,25.9,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7191,Glitter Lady,1,10.,9.4,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7079,Griff Grand Laser,2,gal.,20.3,0
18777,2025-12-31,18:31,SZILVESZTERI DÍJ,7187,Genesis,10,gal.,18.2,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,7185,Győztes Szív,2,I.,1.5,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,6987,Fabrice,8,II.,12.9,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,7255,Top Hill,7,III.,5.8,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,6702,Ezigen,6,IV.,7.1,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,7314,Anointed,4,V.,8.6,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,7034,Formula,1,6.,5.8,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,6936,Aaron LV,3,7.,16.0,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,7396,Fiamma Sn,9,8.,23.2,0
18778,2025-12-31,19:12,AZ ÖKUMENIKUS SEGÉLYSZERVEZET DÍJA,6727,Västerbo No Edge,5,9.,19.0,0
18783,2025-12-31,19:43,B.Ú.É.K. 2026 HENDIKEP,6358,Calvin,7,I.,6.9,0
18783,2025-12-31,19:43,B.Ú.É.K. 2026 HENDIKEP,5725,Zente,8,II.,2.7,0
18783,2025-12-31,19:43,B.Ú.É.K. 2026 HENDIKEP,7094,Full Speed,1,III.,2.8,0
18783,2025-12-31,19:43,B.Ú.É.K. 2026 HENDIKEP,6995,Fany,3,IV.,5.8,0
18783,2025-12-31,19:43,B.Ú.É.K. 2026 HENDIKEP,6782,Downtown Girl M,5,V.,8.2,0
18783,2025-12-31,19:43,B.Ú.É.K. 2026 HENDIKEP,5925,Anikó,4,6.,8.9,0
18783,2025-12-31,19:43,B.Ú.É.K. 2026 HENDIKEP,6307,Csípkedd Magad!,2,7.,8.6,0
18783,2025-12-31,19:43,B.Ú.É.K. 2026 HENDIKEP,6121,Farya BD,6,8.,11.7,0
18773,2025-12-20,11:00,PRÓBAFUTAM,6121,Farya BD,1,1.,,1
18771,2025-12-20,10:30,Q39 KVALIFIKÁCIÓ,7392,Herkules K,2,1.,,1
18771,2025-12-20,10:30,Q39 KVALIFIKÁCIÓ,7419,Habibi,1,2.,,0
18772,2025-12-20,10:45,Q40 KVALIFIKÁCIÓ,7477,Gallius CD,1,1.,,1
18763,2025-12-20,11:30,NYERETLEN KÉTÉVESEK VERSENYE,7415,Hugo CD,6,I.,2.3,0
18763,2025-12-20,11:30,NYERETLEN KÉTÉVESEK VERSENYE,7429,Hippy Glory K,9,II.,1.9,0
18763,2025-12-20,11:30,NYERETLEN KÉTÉVESEK VERSENYE,7267,Habi K,5,III.,,0
18763,2025-12-20,11:30,NYERETLEN KÉTÉVESEK VERSENYE,7262,Holdem Poker,4,IV.,,0
18763,2025-12-20,11:30,NYERETLEN KÉTÉVESEK VERSENYE,7422,Hilaria Fling,3,V.,,0
18763,2025-12-20,11:30,NYERETLEN KÉTÉVESEK VERSENYE,7400,Hites,1,6.,,0
18763,2025-12-20,11:30,NYERETLEN KÉTÉVESEK VERSENYE,7461,Happy Lady VT,2,gal.,,0
18763,2025-12-20,11:30,NYERETLEN KÉTÉVESEK VERSENYE,7261,Hell Energy,7,gal.,1.9,0
18768,2025-12-20,12:00,2025. ÉVI SEGÉDHAJTÓ KUPA VI. FUTAMA HENDIKEP,7188,Győcike,6,I.,3.2,0
18768,2025-12-20,12:00,2025. ÉVI SEGÉDHAJTÓ KUPA VI. FUTAMA HENDIKEP,5925,Anikó,8,II.,4.9,0
18768,2025-12-20,12:00,2025. ÉVI SEGÉDHAJTÓ KUPA VI. FUTAMA HENDIKEP,5721,Zippy Boy,4,III.,9.2,0
18768,2025-12-20,12:00,2025. ÉVI SEGÉDHAJTÓ KUPA VI. FUTAMA HENDIKEP,6153,Bing Crosby AT,2,IV.,2.1,0
18768,2025-12-20,12:00,2025. ÉVI SEGÉDHAJTÓ KUPA VI. FUTAMA HENDIKEP,7199,Gingerly KJ,5,V.,21.5,0
18768,2025-12-20,12:00,2025. ÉVI SEGÉDHAJTÓ KUPA VI. FUTAMA HENDIKEP,6919,Fermina Daza,3,6.,6.4,0
18768,2025-12-20,12:00,2025. ÉVI SEGÉDHAJTÓ KUPA VI. FUTAMA HENDIKEP,6312,Bongiovi,1,7.,16.1,0
18768,2025-12-20,12:00,2025. ÉVI SEGÉDHAJTÓ KUPA VI. FUTAMA HENDIKEP,6692,Excellence,7,8.,8.0,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7142,Gresham Palace,1,I.,2.1,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7371,Tequila,7,II.,3.3,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7345,Esperanto,5,III.,27.8,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7064,Ganybody,4,IV.,22.6,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7242,Golden Rose OZ,6,V.,36.2,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7194,Gyémánt Lady,10,6.,6.7,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7241,Gigant Ris,3,7.,20.1,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7338,Glory Grant K,11,8.,5.1,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7192,Grófnő R.,8,9.,14.4,0
18764,2025-12-20,12:39,ADVENTI DÍJ,7125,Florenza,9,kih.,7.1,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,6657,Dreamer,4,I.,21.4,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,6703,Etalon N,8,II.,42.8,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,6330,Che Comandante,6,III.,2.2,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,6507,Despasito,3,IV.,4.5,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,6690,Enterprise,10,V.,4.4,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,5625,Vanderle,2,6.,18.3,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,7370,Another Star,5,7.,7.5,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,6782,Downtown Girl M,9,8.,11.6,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,6546,Count Basie AT,1,gal.,5.1,0
18769,2025-12-20,13:08,JÉGVIRÁG HENDIKEP,6962,Flinga VT,7,gal.,18.3,0
18765,2025-12-20,13:40,DECEMBERI DÍJ,7054,Fánia BD,2,I.,2.8,0
18765,2025-12-20,13:40,DECEMBERI DÍJ,7106,Gentleman Jack,4,II.,4.4,0
18765,2025-12-20,13:40,DECEMBERI DÍJ,7190,Gucci,3,III.,2.6,0
18765,2025-12-20,13:40,DECEMBERI DÍJ,7085,El Nino N,6,IV.,5.3,0
18765,2025-12-20,13:40,DECEMBERI DÍJ,7079,Griff Grand Laser,8,V.,16.7,0
18765,2025-12-20,13:40,DECEMBERI DÍJ,7475,Glory VDO,5,6.,12.5,0
18765,2025-12-20,13:40,DECEMBERI DÍJ,6706,Eperke,7,gal.,9.4,0
18765,2025-12-20,13:40,DECEMBERI DÍJ,7116,Golden Girl,1,disq.,12.5,0
18767,2025-12-20,14:07,HÓVIRÁG HENDIKEP,7191,Glitter Lady,5,I.,5.3,0
18767,2025-12-20,14:07,HÓVIRÁG HENDIKEP,6999,First Lady KJ,1,II.,11.5,0
18767,2025-12-20,14:07,HÓVIRÁG HENDIKEP,7094,Full Speed,8,III.,1.3,0
18767,2025-12-20,14:07,HÓVIRÁG HENDIKEP,5695,Vinifera M,4,IV.,17.3,0
18767,2025-12-20,14:07,HÓVIRÁG HENDIKEP,5700,Vezér,2,V.,7.7,0
18767,2025-12-20,14:07,HÓVIRÁG HENDIKEP,6927,Fast Track,3,6.,9.9,0
18767,2025-12-20,14:07,HÓVIRÁG HENDIKEP,7086,Fakta,6,7.,34.6,0
18767,2025-12-20,14:07,HÓVIRÁG HENDIKEP,6982,Farkasfog,7,gal.,6.9,0
18766,2025-12-20,14:35,MANOOI DÍJ,6929,Fendi,5,I.,5.2,0
18766,2025-12-20,14:35,MANOOI DÍJ,6704,Emerald,3,II.,15.0,0
18766,2025-12-20,14:35,MANOOI DÍJ,6727,Västerbo No Edge,1,III.,12.0,0
18766,2025-12-20,14:35,MANOOI DÍJ,7171,Peter Piper,7,IV.,2.0,0
18766,2025-12-20,14:35,MANOOI DÍJ,7001,Fárosz,8,V.,6.6,0
18766,2025-12-20,14:35,MANOOI DÍJ,6261,Be Happy,9,6.,5.4,0
18766,2025-12-20,14:35,MANOOI DÍJ,6898,Euzébió,6,7.,4.4,0
18766,2025-12-20,14:35,MANOOI DÍJ,7394,Furio Ferm,2,8.,40.1,0
18766,2025-12-20,14:35,MANOOI DÍJ,6328,Credit Card,4,9.,20.0,0
18770,2025-12-20,15:03,KARÁCSONYI HENDIKEP,6360,Chip Chip Chip,2,I.,1.5,0
18770,2025-12-20,15:03,KARÁCSONYI HENDIKEP,6983,Fondorlat,3,II.,5.7,0
18770,2025-12-20,15:03,KARÁCSONYI HENDIKEP,6018,Bonus RG,6,III.,3.2,0
18770,2025-12-20,15:03,KARÁCSONYI HENDIKEP,6342,Carlos Fox,4,IV.,6.4,0
18770,2025-12-20,15:03,KARÁCSONYI HENDIKEP,7193,Grazia,1,V.,5.7,0
18753,2025-12-13,10:46,Q37 KVALIFIKÁCIÓ,7419,Habibi,1,1.,,1
18754,2025-12-13,11:00,Q38 KVALIFIKÁCIÓ,7142,Gresham Palace,2,1.,,1
18754,2025-12-13,11:00,Q38 KVALIFIKÁCIÓ,7101,Golden Boy,1,2.,,0
18755,2025-12-13,11:30,NYERETLENEK VERSENYE - LUCKY LUKE DÍJ,7192,Grófnő R.,5,I.,1.7,0
18755,2025-12-13,11:30,NYERETLENEK VERSENYE - LUCKY LUKE DÍJ,7414,Fusion,7,II.,4.4,0
18755,2025-12-13,11:30,NYERETLENEK VERSENYE - LUCKY LUKE DÍJ,7345,Esperanto,6,III.,2.2,0
18755,2025-12-13,11:30,NYERETLENEK VERSENYE - LUCKY LUKE DÍJ,7064,Ganybody,3,IV.,8.8,0
18755,2025-12-13,11:30,NYERETLENEK VERSENYE - LUCKY LUKE DÍJ,7325,Great Fille,4,V.,8.8,0
18755,2025-12-13,11:30,NYERETLENEK VERSENYE - LUCKY LUKE DÍJ,7368,Rafaela BD,1,6.,,0
18755,2025-12-13,11:30,NYERETLENEK VERSENYE - LUCKY LUKE DÍJ,7201,Renebell BD,2,7.,,0
18762,2025-12-13,12:00,BELAMI DÍJ,7185,Győztes Szív,1,I.,1.7,0
18762,2025-12-13,12:00,BELAMI DÍJ,7127,Francesca,4,II.,3.5,0
18762,2025-12-13,12:00,BELAMI DÍJ,6700,Escobar,3,III.,3.0,0
18762,2025-12-13,12:00,BELAMI DÍJ,7034,Formula,2,IV.,4.3,0
18762,2025-12-13,12:00,BELAMI DÍJ,6442,Dulcinea del Toboso,5,V.,19.7,0
18762,2025-12-13,12:00,BELAMI DÍJ,6706,Eperke,6,6táv.,39.4,0
18760,2025-12-13,12:30,2025. ÉVI KINCSEM PARK KUPA VI. FUTAMA HENDIKEP,5564,Valentino,6,I.,1.8,0
18760,2025-12-13,12:30,2025. ÉVI KINCSEM PARK KUPA VI. FUTAMA HENDIKEP,6307,Csípkedd Magad!,5,II.,3.2,0
18760,2025-12-13,12:30,2025. ÉVI KINCSEM PARK KUPA VI. FUTAMA HENDIKEP,5700,Vezér,1,III.,,0
18760,2025-12-13,12:30,2025. ÉVI KINCSEM PARK KUPA VI. FUTAMA HENDIKEP,5721,Zippy Boy,2,IV.,,0
18760,2025-12-13,12:30,2025. ÉVI KINCSEM PARK KUPA VI. FUTAMA HENDIKEP,5907,Always Winner,7,V.,3.2,0
18760,2025-12-13,12:30,2025. ÉVI KINCSEM PARK KUPA VI. FUTAMA HENDIKEP,5904,Australian Gold,4,6.,16.3,0
18760,2025-12-13,12:30,2025. ÉVI KINCSEM PARK KUPA VI. FUTAMA HENDIKEP,6692,Excellence,3,7.,4.0,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7330,Emilia Adri,9,I.,5.6,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7403,Baiyoke Sky,6,II.,1.4,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7079,Griff Grand Laser,3,III.,43.5,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7349,Torra LV,8,IV.,4.9,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7190,Gucci,7,V.,22.9,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7189,Galatea,4,6.,43.5,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7480,Mon Cherie C.G.,2,7.,7.9,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7358,Fiona May,1,gal.,9.4,0
18756,2025-12-13,13:02,TIME TO SAY GOODBYE DÍJ,7054,Fánia BD,5,gal.,12.4,0
18759,2025-12-13,13:30,NEBULÓ HENDIKEP,7110,Guinevere,2,I.,2.7,0
18759,2025-12-13,13:30,NEBULÓ HENDIKEP,5925,Anikó,4,II.,7.7,0
18759,2025-12-13,13:30,NEBULÓ HENDIKEP,7191,Glitter Lady,1,III.,38.7,0
18759,2025-12-13,13:30,NEBULÓ HENDIKEP,5247,Universal Boy,3,IV.,9.6,0
18759,2025-12-13,13:30,NEBULÓ HENDIKEP,7199,Gingerly KJ,6,V.,3.2,0
18759,2025-12-13,13:30,NEBULÓ HENDIKEP,6966,Eagle GG,5,6.,12.9,0
18759,2025-12-13,13:30,NEBULÓ HENDIKEP,7010,Blanka BBM,7,7.,9.6,0
18759,2025-12-13,13:30,NEBULÓ HENDIKEP,6262,Bronz Boy,8,gal.,2.7,0
18757,2025-12-13,14:05,SIPOS TAMÁS EMLÉKVERSENY,7428,Pure Muscle,7,I.,1.5,0
18757,2025-12-13,14:05,SIPOS TAMÁS EMLÉKVERSENY,7375,Lola Dragon,2,II.,6.0,0
18757,2025-12-13,14:05,SIPOS TAMÁS EMLÉKVERSENY,6261,Be Happy,1,III.,7.0,0
18757,2025-12-13,14:05,SIPOS TAMÁS EMLÉKVERSENY,7253,Baria TRGF Risaia,3,IV.,,0
18757,2025-12-13,14:05,SIPOS TAMÁS EMLÉKVERSENY,5906,Anybody,6,V.,3.5,0
18757,2025-12-13,14:05,SIPOS TAMÁS EMLÉKVERSENY,7471,Doktor Adri,4,6.,7.0,0
18757,2025-12-13,14:05,SIPOS TAMÁS EMLÉKVERSENY,5325,Ultimate Force,5,gal.,14.0,0
18758,2025-12-13,14:30,SIMB ILLUSION HENDIKEP,6770,Top of Climb,6,I.,1.3,0
18758,2025-12-13,14:30,SIMB ILLUSION HENDIKEP,6674,Démon Jewel GG,4,II.,3.0,0
18758,2025-12-13,14:30,SIMB ILLUSION HENDIKEP,7194,Gyémánt Lady,2,III.,16.0,0
18758,2025-12-13,14:30,SIMB ILLUSION HENDIKEP,6927,Fast Track,3,III.,4.3,0
18758,2025-12-13,14:30,SIMB ILLUSION HENDIKEP,6999,First Lady KJ,1,V.,24.1,0
18758,2025-12-13,14:30,SIMB ILLUSION HENDIKEP,6378,Chesterfield,5,6.,24.1,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6472,Dumbledore,3,I.,4.4,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6899,Eunike T Boko,4,II.,8.0,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6066,Berill Lady,9,III.,5.7,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6704,Emerald,8,IV.,,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6861,Emeli Sandé A.T.,6,V.,20.0,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6983,Fondorlat,2,6.,20.0,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,7329,Exclusive Adri,1,7.,40.1,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6934,Zaira LV,5,8.,2.3,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6310,Compact Boy,11,9.,13.3,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,5905,Adamo Fling,10,10.,,0
18761,2025-12-13,15:03,OMNIA HENDIKEP,6617,Diófás,7,11táv.,3.0,0
18742,2025-12-06,10:15,Q35 KVALIFIKÁCIÓ,7385,Holy Boy,2,1.,,1
18742,2025-12-06,10:15,Q35 KVALIFIKÁCIÓ,7400,Hites,3,2.,,0
18742,2025-12-06,10:15,Q35 KVALIFIKÁCIÓ,7430,Hédi Lady,1,3.,,0
18748,2025-12-06,11:01,OROSHÁZI LOVAS E. DÍJA-2025. ÉVI AMATŐR KUPA VI. FUTAMA HP.,6305,Csikós,5,I.,3.8,0
18748,2025-12-06,11:01,OROSHÁZI LOVAS E. DÍJA-2025. ÉVI AMATŐR KUPA VI. FUTAMA HP.,6435,Ducks,2,II.,30.6,0
18748,2025-12-06,11:01,OROSHÁZI LOVAS E. DÍJA-2025. ÉVI AMATŐR KUPA VI. FUTAMA HP.,7081,Fancy,1,III.,2.0,0
18748,2025-12-06,11:01,OROSHÁZI LOVAS E. DÍJA-2025. ÉVI AMATŐR KUPA VI. FUTAMA HP.,6995,Fany,3,IV.,2.3,0
18748,2025-12-06,11:01,OROSHÁZI LOVAS E. DÍJA-2025. ÉVI AMATŐR KUPA VI. FUTAMA HP.,6703,Etalon N,4,V.,15.3,0
18748,2025-12-06,11:01,OROSHÁZI LOVAS E. DÍJA-2025. ÉVI AMATŐR KUPA VI. FUTAMA HP.,6360,Chip Chip Chip,6,6.,5.1,0
18746,2025-12-06,11:30,HELYNEKED RENDEZVÉNYKÖZPONT OROSHÁZA HENDIKEP,6507,Despasito,8,I.,4.6,0
18746,2025-12-06,11:30,HELYNEKED RENDEZVÉNYKÖZPONT OROSHÁZA HENDIKEP,6919,Fermina Daza,7,II.,,0
18746,2025-12-06,11:30,HELYNEKED RENDEZVÉNYKÖZPONT OROSHÁZA HENDIKEP,4968,Titus Livius,9,III.,7.7,0
18746,2025-12-06,11:30,HELYNEKED RENDEZVÉNYKÖZPONT OROSHÁZA HENDIKEP,7191,Glitter Lady,3,IV.,5.7,0
18746,2025-12-06,11:30,HELYNEKED RENDEZVÉNYKÖZPONT OROSHÁZA HENDIKEP,7110,Guinevere,6,V.,2.5,0
