tournament_name,match_id,match_name,team1,team1_score,team2,team2_score,total_games,week,patch,date,url
LEC Winter 2023,44938,Team BDS vs MAD Lions,Team BDS,1.0,MAD Lions,0.0,1,WEEK2,13.1,2023-01-30,https://gol.gg/game/stats/44938/page-game/
LEC Winter 2023,44937,XL vs Astralis,Excel Esports,0.0,Astralis,1.0,1,WEEK2,13.1,2023-01-30,https://gol.gg/game/stats/44937/page-game/
LEC Winter 2023,44936,KOI vs MAD Lions,KOI,0.0,MAD Lions,1.0,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44936/page-game/
LEC Winter 2023,44935,Fnatic vs XL,Excel Esports,0.0,Fnatic,1.0,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44935/page-game/
LEC Winter 2023,44934,G2 Esports vs TH,Team Heretics,0.0,G2 Esports,1.0,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44934/page-game/
LEC Winter 2023,44933,SK Gaming vs VIT,Team Vitality,0.0,SK Gaming,1.0,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44933/page-game/
LEC Winter 2023,44932,Astralis vs Team BDS,Astralis,0.0,Team BDS,1.0,1,WEEK2,13.1,2023-01-29,https://gol.gg/game/stats/44932/page-game/
LEC Winter 2023,44931,XL vs MAD Lions,MAD Lions,1.0,Excel Esports,0.0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44931/page-game/
LEC Winter 2023,44930,G2 Esports vs SK Gaming,SK Gaming,1.0,G2 Esports,0.0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44930/page-game/
LEC Winter 2023,44929,KOI vs TH,Team Heretics,1.0,KOI,0.0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44929/page-game/
LEC Winter 2023,44928,Fnatic vs Team BDS,Fnatic,0.0,Team BDS,1.0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44928/page-game/
LEC Winter 2023,44927,Astralis vs VIT,Team Vitality,1.0,Astralis,0.0,1,WEEK2,13.1,2023-01-28,https://gol.gg/game/stats/44927/page-game/
LEC Winter 2023,44618,MAD Lions vs VIT,MAD Lions,0.0,Team Vitality,1.0,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44618/page-game/
LEC Winter 2023,44617,Fnatic vs KOI,KOI,0.0,Fnatic,1.0,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44617/page-game/
LEC Winter 2023,44616,G2 Esports vs Astralis,G2 Esports,1.0,Astralis,0.0,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44616/page-game/
LEC Winter 2023,44615,XL vs Team BDS,Team BDS,0.0,Excel Esports,1.0,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44615/page-game/
LEC Winter 2023,44614,SK Gaming vs HTS,Team Heretics,0.0,SK Gaming,1.0,1,WEEK1,13.1,2023-01-23,https://gol.gg/game/stats/44614/page-game/
LEC Winter 2023,44613,G2 Esports vs Fnatic,Fnatic,0.0,G2 Esports,1.0,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44613/page-game/
LEC Winter 2023,44612,XL vs KOI,Excel Esports,0.0,KOI,1.0,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44612/page-game/
LEC Winter 2023,44611,VIT vs HTS,Team Vitality,1.0,Team Heretics,0.0,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44611/page-game/
LEC Winter 2023,44610,Astralis vs MAD Lions,Astralis,0.0,MAD Lions,1.0,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44610/page-game/
LEC Winter 2023,44609,SK Gaming vs Team BDS,SK Gaming,0.0,Team BDS,1.0,1,WEEK1,13.1,2023-01-22,https://gol.gg/game/stats/44609/page-game/
LEC Winter 2023,44608,Fnatic vs VIT,Team Vitality,1.0,Fnatic,0.0,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44608/page-game/
LEC Winter 2023,44607,SK Gaming vs MAD Lions,MAD Lions,1.0,SK Gaming,0.0,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44607/page-game/
LEC Winter 2023,44606,Astralis vs HTS,Astralis,0.0,Team Heretics,1.0,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44606/page-game/
LEC Winter 2023,44605,KOI vs Team BDS,KOI,1.0,Team BDS,0.0,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44605/page-game/
LEC Winter 2023,44604,G2 Esports vs XL,Excel Esports,0.0,G2 Esports,1.0,1,WEEK1,13.1,2023-01-21,https://gol.gg/game/stats/44604/page-game/
LEC Winter Groups 2023,46344,MAD Lions vs Astralis,MAD Lions,2.0,Astralis,0.0,2,WEEK2,13.1,2023-02-19,https://gol.gg/game/stats/46344/page-summary/
LEC Winter Groups 2023,46341,VIT vs SK Gaming,Team Vitality,0.0,SK Gaming,2.0,2,WEEK2,13.1,2023-02-19,https://gol.gg/game/stats/46341/page-summary/
LEC Winter Groups 2023,46109,Astralis vs Team BDS,Team BDS,1.0,Astralis,2.0,3,WEEK2,13.1,2023-02-18,https://gol.gg/game/stats/46109/page-summary/
LEC Winter Groups 2023,46106,TH vs SK Gaming,SK Gaming,2.0,Team Heretics,0.0,2,WEEK2,13.1,2023-02-18,https://gol.gg/game/stats/46106/page-summary/
LEC Winter Groups 2023,45947,MAD Lions vs G2 Esports,MAD Lions,0.0,G2 Esports,2.0,2,WEEK1,13.1,2023-02-13,https://gol.gg/game/stats/45947/page-summary/
LEC Winter Groups 2023,45944,VIT vs KOI,Team Vitality,0.0,KOI,2.0,2,WEEK1,13.1,2023-02-13,https://gol.gg/game/stats/45944/page-summary/
LEC Winter Groups 2023,45742,G2 Esports vs Team BDS,G2 Esports,2.0,Team BDS,1.0,3,WEEK1,13.1,2023-02-12,https://gol.gg/game/stats/45742/page-summary/
LEC Winter Groups 2023,45739,MAD Lions vs Astralis,MAD Lions,2.0,Astralis,1.0,3,WEEK1,13.1,2023-02-12,https://gol.gg/game/stats/45739/page-summary/
LEC Winter Groups 2023,45736,SK Gaming vs KOI,KOI,2.0,SK Gaming,0.0,2,WEEK1,13.1,2023-02-11,https://gol.gg/game/stats/45736/page-summary/
LEC Winter Groups 2023,45733,VIT vs TH,Team Vitality,2.0,Team Heretics,1.0,3,WEEK1,13.1,2023-02-11,https://gol.gg/game/stats/45733/page-summary/
LEC Winter Playoffs 2023,46778,G2 Esports vs MAD Lions,G2 Esports,3.0,MAD Lions,0.0,3,FINALS,13.1,2023-02-26,https://gol.gg/game/stats/46778/page-summary/
LEC Winter Playoffs 2023,46774,KOI vs MAD Lions,KOI,1.0,MAD Lions,3.0,4,ROUND2,13.1,2023-02-25,https://gol.gg/game/stats/46774/page-summary/
LEC Winter Playoffs 2023,46473,SK Gaming vs MAD Lions,MAD Lions,3.0,SK Gaming,2.0,5,ROUND1,13.1,2023-02-24,https://gol.gg/game/stats/46473/page-summary/
LEC Winter Playoffs 2023,46347,KOI vs G2 Esports,G2 Esports,3.0,KOI,1.0,4,ROUND1,13.1,2023-02-20,https://gol.gg/game/stats/46347/page-summary/
LPL Spring 2023,48090,WBG vs Rare Atom,Weibo Gaming,2.0,Rare Atom,1.0,3,WEEK10,13.5,2023-03-26,https://gol.gg/game/stats/48090/page-summary/
LPL Spring 2023,48087,AL vs TT,Anyone s Legend,0.0,TT,2.0,2,WEEK10,13.5,2023-03-26,https://gol.gg/game/stats/48087/page-summary/
LPL Spring 2023,48084,Team WE vs NIP,Team WE,2.0,Ninjas in Pyjamas,1.0,3,WEEK10,13.5,2023-03-25,https://gol.gg/game/stats/48084/page-summary/
LPL Spring 2023,48081,Ultra Prime vs JD Gaming,JD Gaming,2.0,Ultra Prime,0.0,2,WEEK10,13.5,2023-03-25,https://gol.gg/game/stats/48081/page-summary/
LPL Spring 2023,48078,BLG vs OMG,Bilibili Gaming,1.0,OMG,2.0,3,WEEK10,13.5,2023-03-25,https://gol.gg/game/stats/48078/page-summary/
LPL Spring 2023,48075,TT vs EDG,TT,0.0,Edward Gaming,2.0,2,WEEK10,13.5,2023-03-24,https://gol.gg/game/stats/48075/page-summary/
LPL Spring 2023,48072,LGD Gaming vs LNG Esports,LNG Esports,2.0,LGD Gaming,0.0,2,WEEK10,13.5,2023-03-24,https://gol.gg/game/stats/48072/page-summary/
LPL Spring 2023,48069,FPX vs Top Esports,Funplus Phoenix,0.0,Top Esports,2.0,2,WEEK10,13.5,2023-03-23,https://gol.gg/game/stats/48069/page-summary/
LPL Spring 2023,48066,Rare Atom vs RNG,Rare Atom,1.0,Royal Never Give Up,2.0,3,WEEK10,13.5,2023-03-23,https://gol.gg/game/stats/48066/page-summary/
LPL Spring 2023,48063,IG vs BLG,Invictus Gaming,0.0,Bilibili Gaming,2.0,2,WEEK10,13.5,2023-03-22,https://gol.gg/game/stats/48063/page-summary/
LPL Spring 2023,48060,LNG Esports vs Ultra Prime,LNG Esports,2.0,Ultra Prime,1.0,3,WEEK10,13.5,2023-03-22,https://gol.gg/game/stats/48060/page-summary/
LPL Spring 2023,48057,Team WE vs WBG,Team WE,1.0,Weibo Gaming,2.0,3,WEEK10,13.5,2023-03-21,https://gol.gg/game/stats/48057/page-summary/
LPL Spring 2023,48054,OMG vs Top Esports,OMG,2.0,Top Esports,1.0,3,WEEK10,13.5,2023-03-21,https://gol.gg/game/stats/48054/page-summary/
LPL Spring 2023,48051,JD Gaming vs LGD Gaming,JD Gaming,2.0,LGD Gaming,0.0,2,WEEK10,13.5,2023-03-20,https://gol.gg/game/stats/48051/page-summary/
LPL Spring 2023,48048,NIP vs RNG,Ninjas in Pyjamas,2.0,Royal Never Give Up,0.0,2,WEEK10,13.5,2023-03-20,https://gol.gg/game/stats/48048/page-summary/
LPL Spring 2023,47800,LNG Esports vs IG,LNG Esports,2.0,Invictus Gaming,1.0,3,WEEK9,13.5,2023-03-19,https://gol.gg/game/stats/47800/page-summary/
LPL Spring 2023,47797,FPX vs EDG,Funplus Phoenix,2.0,Edward Gaming,1.0,3,WEEK9,13.5,2023-03-19,https://gol.gg/game/stats/47797/page-summary/
LPL Spring 2023,47794,Top Esports vs BLG,Top Esports,0.0,Bilibili Gaming,2.0,2,WEEK9,13.5,2023-03-18,https://gol.gg/game/stats/47794/page-summary/
LPL Spring 2023,47791,Rare Atom vs JD Gaming,Rare Atom,0.0,JD Gaming,2.0,2,WEEK9,13.5,2023-03-18,https://gol.gg/game/stats/47791/page-summary/
LPL Spring 2023,47788,WBG vs NIP,Weibo Gaming,2.0,Ninjas in Pyjamas,0.0,2,WEEK9,13.5,2023-03-18,https://gol.gg/game/stats/47788/page-summary/
LPL Spring 2023,47785,EDG vs OMG,Edward Gaming,2.0,OMG,1.0,3,WEEK9,13.5,2023-03-17,https://gol.gg/game/stats/47785/page-summary/
LPL Spring 2023,47782,AL vs FPX,Anyone s Legend,2.0,Funplus Phoenix,0.0,2,WEEK9,13.5,2023-03-17,https://gol.gg/game/stats/47782/page-summary/
LPL Spring 2023,47779,RNG vs Ultra Prime,Royal Never Give Up,2.0,Ultra Prime,0.0,2,WEEK9,13.5,2023-03-16,https://gol.gg/game/stats/47779/page-summary/
LPL Spring 2023,47776,Team WE vs LGD Gaming,Team WE,2.0,LGD Gaming,1.0,3,WEEK9,13.5,2023-03-16,https://gol.gg/game/stats/47776/page-summary/
LPL Spring 2023,47773,LNG Esports vs AL,Anyone s Legend,1.0,LNG Esports,2.0,3,WEEK9,13.5,2023-03-15,https://gol.gg/game/stats/47773/page-summary/
LPL Spring 2023,47770,TT vs Top Esports,TT,2.0,Top Esports,1.0,3,WEEK9,13.5,2023-03-15,https://gol.gg/game/stats/47770/page-summary/
LPL Spring 2023,47767,NIP vs IG,Ninjas in Pyjamas,2.0,Invictus Gaming,1.0,3,WEEK9,13.4,2023-03-14,https://gol.gg/game/stats/47767/page-summary/
LPL Spring 2023,47764,Rare Atom vs Ultra Prime,Rare Atom,2.0,Ultra Prime,0.0,2,WEEK9,13.4,2023-03-14,https://gol.gg/game/stats/47764/page-summary/
LPL Spring 2023,47761,BLG vs TT,Bilibili Gaming,2.0,TT,0.0,2,WEEK9,13.4,2023-03-13,https://gol.gg/game/stats/47761/page-summary/
LPL Spring 2023,47758,WBG vs OMG,Weibo Gaming,2.0,OMG,0.0,2,WEEK9,13.4,2023-03-13,https://gol.gg/game/stats/47758/page-summary/
LPL Spring 2023,47204,LNG Esports vs JD Gaming,LNG Esports,1.0,JD Gaming,2.0,3,WEEK8,13.4,2023-03-12,https://gol.gg/game/stats/47204/page-summary/
LPL Spring 2023,47201,FPX vs Rare Atom,Funplus Phoenix,2.0,Rare Atom,0.0,2,WEEK8,13.4,2023-03-12,https://gol.gg/game/stats/47201/page-summary/
LPL Spring 2023,47198,AL vs EDG,Anyone s Legend,0.0,Edward Gaming,2.0,2,WEEK8,13.4,2023-03-12,https://gol.gg/game/stats/47198/page-summary/
LPL Spring 2023,47195,WBG vs RNG,Weibo Gaming,1.0,Royal Never Give Up,2.0,3,WEEK8,13.4,2023-03-11,https://gol.gg/game/stats/47195/page-summary/
LPL Spring 2023,47192,LGD Gaming vs Top Esports,Top Esports,0.0,LGD Gaming,2.0,2,WEEK8,13.4,2023-03-11,https://gol.gg/game/stats/47192/page-summary/
LPL Spring 2023,47189,IG vs Team WE,Invictus Gaming,0.0,Team WE,2.0,2,WEEK8,13.4,2023-03-11,https://gol.gg/game/stats/47189/page-summary/
LPL Spring 2023,47186,FPX vs OMG,Funplus Phoenix,1.0,OMG,2.0,3,WEEK8,13.4,2023-03-10,https://gol.gg/game/stats/47186/page-summary/
LPL Spring 2023,47183,NIP vs BLG,Ninjas in Pyjamas,0.0,Bilibili Gaming,2.0,2,WEEK8,13.4,2023-03-10,https://gol.gg/game/stats/47183/page-summary/
LPL Spring 2023,47180,JD Gaming vs TT,JD Gaming,2.0,TT,0.0,2,WEEK8,13.4,2023-03-09,https://gol.gg/game/stats/47180/page-summary/
LPL Spring 2023,47177,EDG vs LGD Gaming,Edward Gaming,2.0,LGD Gaming,1.0,3,WEEK8,13.4,2023-03-09,https://gol.gg/game/stats/47177/page-summary/
LPL Spring 2023,47174,Ultra Prime vs Team WE,Ultra Prime,0.0,Team WE,2.0,2,WEEK8,13.4,2023-03-08,https://gol.gg/game/stats/47174/page-summary/
LPL Spring 2023,47171,OMG vs AL,OMG,2.0,Anyone s Legend,1.0,3,WEEK8,13.4,2023-03-08,https://gol.gg/game/stats/47171/page-summary/
LPL Spring 2023,47168,Top Esports vs LNG Esports,Top Esports,0.0,LNG Esports,2.0,2,WEEK8,13.4,2023-03-07,https://gol.gg/game/stats/47168/page-summary/
LPL Spring 2023,47165,EDG vs WBG,Edward Gaming,2.0,Weibo Gaming,1.0,3,WEEK8,13.4,2023-03-07,https://gol.gg/game/stats/47165/page-summary/
LPL Spring 2023,47162,RNG vs BLG,Royal Never Give Up,1.0,Bilibili Gaming,2.0,3,WEEK8,13.4,2023-03-06,https://gol.gg/game/stats/47162/page-summary/
LPL Spring 2023,47159,TT vs Rare Atom,TT,2.0,Rare Atom,0.0,2,WEEK8,13.4,2023-03-06,https://gol.gg/game/stats/47159/page-summary/
LPL Spring 2023,46855,NIP vs FPX,Ninjas in Pyjamas,0.0,Funplus Phoenix,2.0,2,WEEK7,13.4,2023-03-05,https://gol.gg/game/stats/46855/page-summary/
LPL Spring 2023,46852,JD Gaming vs OMG,JD Gaming,1.0,OMG,2.0,3,WEEK7,13.4,2023-03-05,https://gol.gg/game/stats/46852/page-summary/
LPL Spring 2023,46849,IG vs Ultra Prime,Invictus Gaming,2.0,Ultra Prime,0.0,2,WEEK7,13.4,2023-03-05,https://gol.gg/game/stats/46849/page-summary/
LPL Spring 2023,46846,EDG vs LNG Esports,Edward Gaming,2.0,LNG Esports,0.0,2,WEEK7,13.4,2023-03-04,https://gol.gg/game/stats/46846/page-summary/
LPL Spring 2023,46843,Top Esports vs RNG,Top Esports,2.0,Royal Never Give Up,0.0,2,WEEK7,13.4,2023-03-04,https://gol.gg/game/stats/46843/page-summary/
LPL Spring 2023,46840,WBG vs AL,Weibo Gaming,2.0,Anyone s Legend,0.0,2,WEEK7,13.4,2023-03-04,https://gol.gg/game/stats/46840/page-summary/
LPL Spring 2023,46837,BLG vs LGD Gaming,Bilibili Gaming,1.0,LGD Gaming,2.0,3,WEEK7,13.4,2023-03-03,https://gol.gg/game/stats/46837/page-summary/
LPL Spring 2023,46834,Rare Atom vs IG,Rare Atom,0.0,Invictus Gaming,2.0,2,WEEK7,13.4,2023-03-03,https://gol.gg/game/stats/46834/page-summary/
LPL Spring 2023,46831,JD Gaming vs Team WE,JD Gaming,2.0,Team WE,0.0,2,WEEK7,13.4,2023-03-02,https://gol.gg/game/stats/46831/page-summary/
LPL Spring 2023,46828,FPX vs TT,Funplus Phoenix,1.0,TT,2.0,3,WEEK7,13.4,2023-03-02,https://gol.gg/game/stats/46828/page-summary/
LPL Spring 2023,46825,LGD Gaming vs WBG,Weibo Gaming,2.0,LGD Gaming,0.0,2,WEEK7,13.3,2023-03-01,https://gol.gg/game/stats/46825/page-summary/
LPL Spring 2023,46822,OMG vs NIP,OMG,2.0,Ninjas in Pyjamas,1.0,3,WEEK7,13.3,2023-03-01,https://gol.gg/game/stats/46822/page-summary/
LPL Spring 2023,46819,Team WE vs Top Esports,Top Esports,2.0,Team WE,0.0,2,WEEK7,13.3,2023-02-28,https://gol.gg/game/stats/46819/page-summary/
LPL Spring 2023,46816,RNG vs AL,Royal Never Give Up,1.0,Anyone s Legend,2.0,3,WEEK7,13.3,2023-02-28,https://gol.gg/game/stats/46816/page-summary/
LPL Spring 2023,46813,Ultra Prime vs BLG,Ultra Prime,0.0,Bilibili Gaming,2.0,2,WEEK7,13.3,2023-02-27,https://gol.gg/game/stats/46813/page-summary/
LPL Spring 2023,46810,EDG vs Rare Atom,Edward Gaming,2.0,Rare Atom,1.0,3,WEEK7,13.3,2023-02-27,https://gol.gg/game/stats/46810/page-summary/
LPL Spring 2023,46460,WBG vs LNG Esports,Weibo Gaming,0.0,LNG Esports,2.0,2,WEEK6,13.3,2023-02-26,https://gol.gg/game/stats/46460/page-summary/
LPL Spring 2023,46457,OMG vs IG,OMG,2.0,Invictus Gaming,0.0,2,WEEK6,13.3,2023-02-26,https://gol.gg/game/stats/46457/page-summary/
LPL Spring 2023,46454,FPX vs LGD Gaming,Funplus Phoenix,1.0,LGD Gaming,2.0,3,WEEK6,13.3,2023-02-26,https://gol.gg/game/stats/46454/page-summary/
LPL Spring 2023,46451,JD Gaming vs Top Esports,JD Gaming,2.0,Top Esports,0.0,2,WEEK6,13.3,2023-02-25,https://gol.gg/game/stats/46451/page-summary/
LPL Spring 2023,46448,Ultra Prime vs EDG,Ultra Prime,0.0,Edward Gaming,2.0,2,WEEK6,13.3,2023-02-25,https://gol.gg/game/stats/46448/page-summary/
LPL Spring 2023,46445,RNG vs TT,Royal Never Give Up,2.0,TT,0.0,2,WEEK6,13.3,2023-02-25,https://gol.gg/game/stats/46445/page-summary/
LPL Spring 2023,46442,Team WE vs Rare Atom,Team WE,2.0,Rare Atom,1.0,3,WEEK6,13.3,2023-02-24,https://gol.gg/game/stats/46442/page-summary/
LPL Spring 2023,46439,NIP vs AL,Anyone s Legend,1.0,Ninjas in Pyjamas,2.0,3,WEEK6,13.3,2023-02-24,https://gol.gg/game/stats/46439/page-summary/
LPL Spring 2023,46436,LNG Esports vs BLG,LNG Esports,2.0,Bilibili Gaming,1.0,3,WEEK6,13.3,2023-02-22,https://gol.gg/game/stats/46436/page-summary/
LPL Spring 2023,46433,JD Gaming vs FPX,JD Gaming,2.0,Funplus Phoenix,0.0,2,WEEK6,13.3,2023-02-22,https://gol.gg/game/stats/46433/page-summary/
LPL Spring 2023,46430,WBG vs IG,Weibo Gaming,2.0,Invictus Gaming,0.0,2,WEEK6,13.1,2023-02-21,https://gol.gg/game/stats/46430/page-summary/
LPL Spring 2023,46427,OMG vs Ultra Prime,OMG,1.0,Ultra Prime,2.0,3,WEEK6,13.1,2023-02-21,https://gol.gg/game/stats/46427/page-summary/
LPL Spring 2023,46424,LGD Gaming vs RNG,LGD Gaming,0.0,Royal Never Give Up,2.0,2,WEEK6,13.1,2023-02-20,https://gol.gg/game/stats/46424/page-summary/
LPL Spring 2023,46421,NIP vs TT,Ninjas in Pyjamas,0.0,TT,2.0,2,WEEK6,13.1,2023-02-20,https://gol.gg/game/stats/46421/page-summary/
LPL Spring 2023,46018,EDG vs Top Esports,Edward Gaming,1.0,Top Esports,2.0,3,WEEK5,13.1,2023-02-19,https://gol.gg/game/stats/46018/page-summary/
LPL Spring 2023,46015,AL vs Team WE,Anyone s Legend,2.0,Team WE,1.0,3,WEEK5,13.1,2023-02-19,https://gol.gg/game/stats/46015/page-summary/
LPL Spring 2023,46012,LNG Esports vs FPX,LNG Esports,2.0,Funplus Phoenix,0.0,2,WEEK5,13.1,2023-02-19,https://gol.gg/game/stats/46012/page-summary/
LPL Spring 2023,46009,Ultra Prime vs WBG,Ultra Prime,0.0,Weibo Gaming,2.0,2,WEEK5,13.1,2023-02-18,https://gol.gg/game/stats/46009/page-summary/
LPL Spring 2023,46006,Rare Atom vs BLG,Rare Atom,1.0,Bilibili Gaming,2.0,3,WEEK5,13.1,2023-02-18,https://gol.gg/game/stats/46006/page-summary/
LPL Spring 2023,46003,IG vs JD Gaming,Invictus Gaming,0.0,JD Gaming,2.0,2,WEEK5,13.1,2023-02-18,https://gol.gg/game/stats/46003/page-summary/
LPL Spring 2023,46000,TT vs OMG,TT,0.0,OMG,2.0,2,WEEK5,13.1,2023-02-17,https://gol.gg/game/stats/46000/page-summary/
LPL Spring 2023,45997,LGD Gaming vs NIP,LGD Gaming,2.0,Ninjas in Pyjamas,0.0,2,WEEK5,13.1,2023-02-17,https://gol.gg/game/stats/45997/page-summary/
LPL Spring 2023,45994,Team WE vs LNG Esports,Team WE,0.0,LNG Esports,2.0,2,WEEK5,13.1,2023-02-16,https://gol.gg/game/stats/45994/page-summary/
LPL Spring 2023,45991,RNG vs FPX,Royal Never Give Up,2.0,Funplus Phoenix,0.0,2,WEEK5,13.1,2023-02-16,https://gol.gg/game/stats/45991/page-summary/
LPL Spring 2023,45988,JD Gaming vs EDG,Edward Gaming,2.0,JD Gaming,0.0,2,WEEK5,13.1,2023-02-15,https://gol.gg/game/stats/45988/page-summary/
LPL Spring 2023,45985,AL vs BLG,Anyone s Legend,1.0,Bilibili Gaming,2.0,3,WEEK5,13.1,2023-02-15,https://gol.gg/game/stats/45985/page-summary/
LPL Spring 2023,45982,TT vs WBG,TT,2.0,Weibo Gaming,0.0,2,WEEK5,13.1,2023-02-14,https://gol.gg/game/stats/45982/page-summary/
LPL Spring 2023,45979,Top Esports vs IG,Top Esports,2.0,Invictus Gaming,1.0,3,WEEK5,13.1,2023-02-14,https://gol.gg/game/stats/45979/page-summary/
LPL Spring 2023,45976,OMG vs Rare Atom,OMG,1.0,Rare Atom,2.0,3,WEEK5,13.1,2023-02-13,https://gol.gg/game/stats/45976/page-summary/
LPL Spring 2023,45973,Ultra Prime vs LGD Gaming,Ultra Prime,2.0,LGD Gaming,0.0,2,WEEK5,13.1,2023-02-13,https://gol.gg/game/stats/45973/page-summary/
LPL Spring 2023,45605,BLG vs EDG,Bilibili Gaming,0.0,Edward Gaming,2.0,2,WEEK4,13.1,2023-02-12,https://gol.gg/game/stats/45605/page-summary/
LPL Spring 2023,45602,RNG vs Team WE,Royal Never Give Up,2.0,Team WE,1.0,3,WEEK4,13.1,2023-02-12,https://gol.gg/game/stats/45602/page-summary/
LPL Spring 2023,45599,LNG Esports vs NIP,Ninjas in Pyjamas,2.0,LNG Esports,1.0,3,WEEK4,13.1,2023-02-12,https://gol.gg/game/stats/45599/page-summary/
LPL Spring 2023,45596,JD Gaming vs WBG,JD Gaming,1.0,Weibo Gaming,2.0,3,WEEK4,13.1,2023-02-11,https://gol.gg/game/stats/45596/page-summary/
LPL Spring 2023,45593,IG vs FPX,Invictus Gaming,2.0,Funplus Phoenix,0.0,2,WEEK4,13.1,2023-02-11,https://gol.gg/game/stats/45593/page-summary/
LPL Spring 2023,45590,TT vs LGD Gaming,TT,2.0,LGD Gaming,0.0,2,WEEK4,13.1,2023-02-11,https://gol.gg/game/stats/45590/page-summary/
LPL Spring 2023,45587,Top Esports vs Ultra Prime,Top Esports,2.0,Ultra Prime,0.0,2,WEEK4,13.1,2023-02-10,https://gol.gg/game/stats/45587/page-summary/
